gw_index,total_points,bps,creativity,threat,influence,ict_index,minutes,value,goals_scored,assists,yellow_cards,red_cards,goals_conceded,saves,was_home,opponent_team
1,0,0,0.0,0.0,0.0,0.0,0,45,0,0,0,0,0,0,True,15
2,0,0,0.0,0.0,0.0,0.0,0,45,0,0,0,0,0,0,False,2
3,0,0,0.0,0.0,0.0,0.0,0,44,0,0,0,0,0,0,True,11
4,0,0,0.0,0.0,0.0,0.0,0,44,0,0,0,0,0,0,False,9
5,2,15,1.4,0.0,14.6,1.6,90,44,0,0,0,0,1,0,True,8
6,1,6,0.8,0.0,15.8,1.7,90,44,0,0,1,0,1,0,False,16
7,1,16,11.5,2.0,19.2,3.3,88,44,0,0,0,0,2,0,True,19
8,1,3,1.0,17.0,16.2,3.4,78,44,0,0,1,0,1,0,False,1
9,0,0,0.0,0.0,0.0,0.0,0,44,0,0,0,0,0,0,True,14
10,0,0,0.0,0.0,0.0,0.0,0,44,0,0,0,0,0,0,False,18
11,0,0,0.0,0.0,0.0,0.0,0,43,0,0,0,0,0,0,True,12
12,0,0,0.0,0.0,0.0,0.0,0,43,0,0,0,0,0,0,False,13
13,0,0,0.0,0.0,0.0,0.0,0,43,0,0,0,0,0,0,True,20
14,?,?,?,?,?,?,3,?,?,?,?,?,?,?,?,17
15,?,?,?,?,?,?,3,?,?,?,?,?,?,?,?,7
16,?,?,?,?,?,?,3,?,?,?,?,?,?,?,?,10
17,?,?,?,?,?,?,3,?,?,?,?,?,?,?,?,6
18,?,?,?,?,?,?,3,?,?,?,?,?,?,?,?,5
19,?,?,?,?,?,?,3,?,?,?,?,?,?,?,?,1
20,?,?,?,?,?,?,3,?,?,?,?,?,?,?,?,4
21,?,?,?,?,?,?,3,?,?,?,?,?,?,?,?,19
22,?,?,?,?,?,?,3,?,?,?,?,?,?,?,?,18
23,?,?,?,?,?,?,3,?,?,?,?,?,?,?,?,14
24,?,?,?,?,?,?,3,?,?,?,?,?,?,?,?,4
25,?,?,?,?,?,?,3,?,?,?,?,?,?,?,?,2
26,?,?,?,?,?,?,3,?,?,?,?,?,?,?,?,15
27,?,?,?,?,?,?,3,?,?,?,?,?,?,?,?,5
28,?,?,?,?,?,?,3,?,?,?,?,?,?,?,?,6
29,?,?,?,?,?,?,3,?,?,?,?,?,?,?,?,10
30,?,?,?,?,?,?,3,?,?,?,?,?,?,?,?,13
31,?,?,?,?,?,?,3,?,?,?,?,?,?,?,?,12
32,?,?,?,?,?,?,3,?,?,?,?,?,?,?,?,17
33,?,?,?,?,?,?,3,?,?,?,?,?,?,?,?,9
34,?,?,?,?,?,?,3,?,?,?,?,?,?,?,?,11
35,?,?,?,?,?,?,3,?,?,?,?,?,?,?,?,16
36,?,?,?,?,?,?,3,?,?,?,?,?,?,?,?,8
