player_name,total_points,gws,cost,position,points_per_match,points_last_6,points_per_match_last_6,cost_per_point,cost_per_point_last_6,cost_point_index,cost_point_index_last_6
Aaron_Connolly,29.0,10.0,4,4,2.9,25.0,1.04,0.1379,0.16,0.3816,0.5
Aaron_Cresswell,237.0,124.0,4,2,1.91,25.0,1.04,0.0169,0.16,0.2513,0.5
Aaron_Lennon,135.0,124.0,4,3,1.09,3.0,1.01,0.0296,1.3333,0.1434,0.125
Aaron_Mooy,197.0,86.0,4,3,2.29,7.0,1.01,0.0203,0.5714,0.3013,0.125
Aaron_Ramsdale,39.0,44.0,4,1,0.89,31.0,1.05,0.1026,0.129,0.1171,0.625
Aaron_Wan-Bissaka,156.0,92.0,5,2,1.7,10.0,1.02,0.0321,0.5,0.2237,0.25
Abd-Al-Ali Morakinyo Olaposi_Koiki,0.0,29.0,4,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Abdoulaye_Doucouré,323.0,124.0,5,3,2.6,20.0,1.03,0.0155,0.25,0.3421,0.375
Adama_Traoré,132.0,83.0,5,3,1.59,32.0,1.05,0.0379,0.1563,0.2092,0.625
Adam_Idah,0.0,10.0,4,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Adam_Lallana,185.0,124.0,5,3,1.49,9.0,1.02,0.027,0.5556,0.1961,0.25
Adam_Masina,32.0,48.0,4,2,0.67,6.0,1.01,0.125,0.6667,0.0882,0.125
Adam_Smith,246.0,124.0,4,2,1.98,11.0,1.02,0.0163,0.3636,0.2605,0.25
Adam_Webster,22.0,10.0,4,2,2.2,22.0,1.04,0.1818,0.1818,0.2895,0.5
Addji Keaninkin Marc-Israel_Guehi,0.0,11.0,4,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ademola_Lookman,60.0,104.0,5,3,0.58,0.0,1.0,0.0833,0.0,0.0763,0.0
Adrian_Mariappa,128.0,121.0,4,2,1.06,-2.0,1.0,0.0313,0.0,0.1395,0.0
Adrián_San Miguel del Castillo,159.0,124.0,4,1,1.28,11.0,1.02,0.0252,0.3636,0.1684,0.25
Ahmed_El Mohamady,7.0,10.0,4,2,0.7,1.0,1.0,0.5714,4.0,0.0921,1.0E-4
Ainsley_Maitland-Niles,77.0,112.0,4,2,0.69,1.0,1.0,0.0519,4.0,0.0908,1.0E-4
Akin_Famewo,0.0,10.0,4,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Albian_Ajeti,2.0,10.0,5,4,0.2,2.0,1.0,2.5,2.5,0.0264,0.0
Alexander_Tettey,9.0,10.0,4,3,0.9,8.0,1.01,0.4444,0.5,0.1184,0.125
Alexandre Nascimento_Costa Silva,1.0,32.0,4,4,0.03,0.0,1.0,4.0,0.0,0.004,0.0
Alexandre_Lacazette,324.0,86.0,9,4,3.77,6.0,1.01,0.0278,1.5,0.4961,0.125
Alexis_Mac Allister,1.0,3.0,5,3,0.33,1.0,1.0,5.0,5.0,0.0435,1.0E-4
Alexis_Sánchez,463.0,124.0,6,3,3.73,0.0,1.0,0.013,0.0,0.4908,0.0
Alex_Iwobi,299.0,124.0,5,3,2.41,12.0,1.02,0.0167,0.4167,0.3171,0.25
Alex_McCarthy,125.0,124.0,4,1,1.01,0.0,1.0,0.032,0.0,0.1329,0.0
Alex_Oxlade-Chamberlain,187.0,124.0,6,3,1.51,4.0,1.01,0.0321,1.5,0.1987,0.125
Alfie_Whiteman,0.0,71.0,4,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Alireza_Jahanbakhsh,33.0,48.0,5,3,0.69,0.0,1.0,0.1515,0.0,0.0908,0.0
Alisson_Ramses Becker,182.0,48.0,6,1,3.79,5.0,1.01,0.033,1.2,0.4987,0.125
Allan_Saint-Maximin,10.0,10.0,5,3,1.0,8.0,1.01,0.5,0.625,0.1316,0.125
Andreas_Christensen,109.0,86.0,4,2,1.27,5.0,1.01,0.0367,0.8,0.1671,0.125
Andreas_Pereira,49.0,124.0,4,3,0.4,13.0,1.02,0.0816,0.3077,0.0526,0.25
Andrew_Robertson,440.0,124.0,7,2,3.55,31.0,1.05,0.0159,0.2258,0.4671,0.625
Andrew_Surman,165.0,124.0,4,3,1.33,1.0,1.0,0.0242,4.0,0.175,1.0E-4
Andre_Gray,288.0,124.0,5,4,2.32,5.0,1.01,0.0174,1.0,0.3053,0.125
Andre_Green,0.0,10.0,4,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Andriy_Yarmolenko,70.0,48.0,5,3,1.46,33.0,1.06,0.0714,0.1515,0.1921,0.75
Andros_Townsend,391.0,124.0,5,3,3.15,12.0,1.02,0.0128,0.4167,0.4145,0.25
André Filipe_Tavares Gomes,75.0,48.0,5,3,1.56,5.0,1.01,0.0667,1.0,0.2053,0.125
Andy_Carroll,121.0,124.0,5,4,0.98,4.0,1.01,0.0413,1.25,0.1289,0.125
Andy_King,92.0,86.0,4,3,1.07,0.0,1.0,0.0435,0.0,0.1408,0.0
Andy_Lonergan,0.0,10.0,4,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Angelo_Ogbonna,193.0,124.0,4,2,1.56,14.0,1.02,0.0207,0.2857,0.2053,0.25
Angel_Gomes,4.0,31.0,4,3,0.13,1.0,1.0,1.0,4.0,0.0171,1.0E-4
Angus_Gunn,76.0,53.0,4,1,1.43,14.0,1.02,0.0526,0.2857,0.1882,0.25
Anthony_Driscoll-Glennon,0.0,13.0,3,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Anthony_Gordon,0.0,10.0,4,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Anthony_Knockaert,162.0,86.0,5,3,1.88,0.0,1.0,0.0309,0.0,0.2474,0.0
Anthony_Martial,368.0,124.0,7,3,2.97,7.0,1.01,0.019,1.0,0.3908,0.125
Antonio_Rüdiger,232.0,86.0,6,2,2.7,1.0,1.0,0.0259,6.0,0.3553,1.0E-4
Anwar_El Ghazi,37.0,10.0,5,3,3.7,27.0,1.05,0.1351,0.1852,0.4868,0.625
Archie_Mair,0.0,10.0,4,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Armando_Broja,1.0,1.0,4,4,1.0,1.0,1.0,4.0,4.0,0.1317,1.0E-4
Arnaut_Danjuma Groeneveld,6.0,10.0,5,3,0.6,6.0,1.01,0.8333,0.8333,0.079,0.125
Arthur_Masuaku,170.0,124.0,4,2,1.37,4.0,1.01,0.0235,1.0,0.1803,0.125
Artur_Boruc,166.0,124.0,4,1,1.34,0.0,1.0,0.0241,0.0,0.1763,0.0
Ashley_Barnes,331.0,124.0,6,4,2.67,9.0,1.02,0.0181,0.6667,0.3513,0.25
Ashley_Westwood,187.0,101.0,5,3,1.85,19.0,1.03,0.0267,0.2632,0.2434,0.375
Ashley_Young,211.0,124.0,5,2,1.7,12.0,1.02,0.0237,0.4167,0.2237,0.25
Asmir_Begovic,177.0,124.0,4,1,1.43,0.0,1.0,0.0226,0.0,0.1882,0.0
Axel_Tuanzebe,20.0,59.0,4,2,0.34,5.0,1.01,0.2,0.8,0.0447,0.125
Aymeric_Laporte,221.0,62.0,6,2,3.56,0.0,1.0,0.0271,0.0,0.4684,0.0
Ayotomiwa_Dele-Bashiru,0.0,10.0,4,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ayoze_Pérez,307.0,86.0,6,3,3.57,35.0,1.06,0.0195,0.1714,0.4697,0.75
Bailey_Peacock-Farrell,0.0,10.0,4,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Bamidele_Alli,504.0,124.0,8,3,4.06,9.0,1.02,0.0159,0.8889,0.5342,0.25
Beni_Baningime,7.0,77.0,4,3,0.09,0.0,1.0,0.5714,0.0,0.0119,0.0
Benjamin_Chilwell,244.0,124.0,5,2,1.97,31.0,1.05,0.0205,0.1613,0.2592,0.625
Benjamin_Mendy,92.0,86.0,5,2,1.07,13.0,1.02,0.0543,0.3846,0.1408,0.25
Ben_Davies,302.0,124.0,5,2,2.44,2.0,1.0,0.0166,2.5,0.3211,0.0
Ben_Foster,399.0,124.0,4,1,3.22,23.0,1.04,0.01,0.1739,0.4237,0.5
Ben_Gibson,127.0,86.0,3,2,1.48,0.0,1.0,0.0236,0.0,0.1947,0.0
Ben_Godfrey,8.0,10.0,4,2,0.8,4.0,1.01,0.5,1.0,0.1053,0.125
Ben_Johnson,2.0,45.0,3,2,0.04,0.0,1.0,1.5,0.0,0.0053,0.0
Ben_Mee,291.0,124.0,5,2,2.35,16.0,1.03,0.0172,0.3125,0.3092,0.375
Ben_Osborn,2.0,10.0,4,3,0.2,1.0,1.0,2.0,4.0,0.0264,1.0E-4
Beram_Kayal,61.0,86.0,4,3,0.71,0.0,1.0,0.0656,0.0,0.0934,0.0
Bernardo Mota_Veiga de Carvalho e Silva,310.0,86.0,7,3,3.6,34.0,1.06,0.0226,0.2059,0.4737,0.75
Bernardo_Costa Da Rosa,0.0,9.0,4,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Bernardo_Fernandes da Silva Junior,41.0,48.0,4,2,0.85,0.0,1.0,0.0976,0.0,0.1118,0.0
Bernard_Anício Caldeira Duarte,116.0,48.0,6,3,2.42,12.0,1.02,0.0517,0.5,0.3184,0.25
Bernard_Ashley-Seal,0.0,10.0,4,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Bernd_Leno,136.0,48.0,5,1,2.83,16.0,1.03,0.0368,0.3125,0.3724,0.375
Billy_Gilmour,2.0,10.0,4,3,0.2,1.0,1.0,2.0,4.0,0.0264,1.0E-4
Billy_Sharp,10.0,10.0,5,4,1.0,1.0,1.0,0.5,5.0,0.1316,1.0E-4
Birkir_Bjarnason,0.0,10.0,4,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Bjorn_Engels,30.0,10.0,4,2,3.0,17.0,1.03,0.1333,0.2353,0.3947,0.375
Borja_González Tomás,2.0,3.0,5,4,0.67,2.0,1.0,2.5,2.5,0.0882,0.0
Brandon_Austin,0.0,10.0,4,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Brandon_Pierrick,1.0,10.0,4,3,0.1,0.0,1.0,4.0,0.0,0.0132,0.0
Brandon_Williams,9.0,10.0,4,2,0.9,8.0,1.01,0.4444,0.5,0.1184,0.125
Bruno André_Cavaco Jordao,0.0,7.0,4,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Bruno Miguel_Borges Fernandes,38.0,5.0,8,3,7.6,38.0,1.06,0.2105,0.2105,1.0,0.75
Bukayo_Saka,14.0,31.0,4,3,0.45,4.0,1.01,0.2857,1.0,0.0592,0.125
Callum_Hudson-Odoi,38.0,68.0,5,3,0.56,18.0,1.03,0.1316,0.2778,0.0737,0.375
Callum_Robinson,24.0,10.0,5,3,2.4,9.0,1.02,0.2083,0.5556,0.3158,0.25
Callum_Slattery,4.0,28.0,4,3,0.14,0.0,1.0,1.0,0.0,0.0184,0.0
Callum_Wilson,384.0,124.0,7,4,3.1,31.0,1.05,0.0182,0.2258,0.4079,0.625
Calum_Chambers,189.0,124.0,4,2,1.52,17.0,1.03,0.0212,0.2353,0.2,0.375
Caoimhin_Kelleher,0.0,10.0,4,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Carlos_Sánchez,12.0,48.0,4,3,0.25,0.0,1.0,0.3333,0.0,0.0329,0.0
Carl_Jenkinson,6.0,101.0,4,2,0.06,0.0,1.0,0.6667,0.0,0.0079,0.0
Cenk_Tosun,112.0,64.0,5,4,1.75,1.0,1.0,0.0446,5.0,0.2303,1.0E-4
Charlie_Austin,180.0,124.0,6,4,1.45,0.0,1.0,0.0333,0.0,0.1908,0.0
Charlie_Daniels,275.0,124.0,4,2,2.22,0.0,1.0,0.0145,0.0,0.2921,0.0
Charlie_Taylor,106.0,86.0,4,2,1.23,1.0,1.0,0.0377,4.0,0.1618,1.0E-4
Cheikhou_Kouyaté,253.0,124.0,4,3,2.04,16.0,1.03,0.0158,0.25,0.2684,0.375
Che_Adams,16.0,10.0,5,4,1.6,8.0,1.01,0.3125,0.625,0.2105,0.125
Christian_Atsu,153.0,86.0,5,3,1.78,12.0,1.02,0.0327,0.4167,0.2342,0.25
Christian_Benteke,263.0,124.0,5,4,2.12,4.0,1.01,0.019,1.25,0.2789,0.125
Christian_Eriksen,603.0,124.0,8,3,4.86,13.0,1.02,0.0133,0.6154,0.6395,0.25
Christian_Fuchs,169.0,124.0,4,2,1.36,0.0,1.0,0.0237,0.0,0.1789,0.0
Christian_Kabasele,157.0,124.0,4,2,1.27,16.0,1.03,0.0255,0.25,0.1671,0.375
Christian_Pulisic,38.0,10.0,6,3,3.8,25.0,1.04,0.1579,0.24,0.5,0.5
Christian_Saydee,0.0,10.0,4,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Christoph_Zimmermann,1.0,10.0,4,2,0.1,0.0,1.0,4.0,0.0,0.0132,0.0
Chris_Basham,35.0,10.0,4,2,3.5,25.0,1.04,0.1143,0.16,0.4605,0.5
Chris_Mepham,40.0,25.0,4,2,1.6,1.0,1.0,0.1,4.0,0.2105,1.0E-4
Chris_Smalling,231.0,124.0,5,2,1.86,0.0,1.0,0.0216,0.0,0.2447,0.0
Chris_Wood,270.0,84.0,6,4,3.21,29.0,1.05,0.0222,0.2069,0.4224,0.625
Ciaran_Clark,114.0,86.0,4,2,1.33,8.0,1.01,0.0351,0.5,0.175,0.125
Claudio_Bravo,83.0,122.0,4,1,0.68,0.0,1.0,0.0482,0.0,0.0895,0.0
Connor_Wickham,29.0,124.0,4,4,0.23,0.0,1.0,0.1379,0.0,0.0303,0.0
Conor_Coady,122.0,48.0,5,2,2.54,17.0,1.03,0.041,0.2941,0.3342,0.375
Conor_Hourihane,18.0,10.0,5,3,1.8,15.0,1.03,0.2778,0.3333,0.2368,0.375
Craig_Cathcart,159.0,124.0,4,2,1.28,16.0,1.03,0.0252,0.25,0.1684,0.375
Craig_Dawson,202.0,86.0,4,2,2.35,8.0,1.01,0.0198,0.5,0.3092,0.125
Curtis_Jones,2.0,30.0,4,3,0.07,1.0,1.0,2.0,4.0,0.0093,1.0E-4
Cédric_Soares,248.0,124.0,4,2,2.0,7.0,1.01,0.0161,0.5714,0.2632,0.125
César_Azpilicueta,531.0,124.0,5,2,4.28,21.0,1.04,0.0094,0.2381,0.5632,0.5
Dale_Stephens,173.0,86.0,4,3,2.01,12.0,1.02,0.0231,0.3333,0.2645,0.25
Daniel_Amartey,81.0,124.0,4,3,0.65,0.0,1.0,0.0494,0.0,0.0855,0.0
Daniel_Castelo Podence,4.0,5.0,5,3,0.8,4.0,1.01,1.25,1.25,0.1053,0.125
Daniel_Ceballos Fernández,25.0,10.0,5,3,2.5,10.0,1.02,0.2,0.5,0.329,0.25
Daniel_Drinkwater,93.0,124.0,4,3,0.75,0.0,1.0,0.043,0.0,0.0987,0.0
Daniel_James,41.0,39.0,5,3,1.05,20.0,1.03,0.122,0.25,0.1382,0.375
Daniel_N'Lundulu,0.0,10.0,4,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Danilo Luiz_da Silva,146.0,86.0,5,2,1.7,0.0,1.0,0.0342,0.0,0.2237,0.0
Danny_Ings,151.0,124.0,7,4,1.22,28.0,1.05,0.0464,0.25,0.1605,0.625
Danny_Rose,207.0,124.0,5,2,1.67,9.0,1.02,0.0242,0.5556,0.2197,0.25
Danny_Ward,22.0,122.0,4,1,0.18,0.0,1.0,0.1818,0.0,0.0237,0.0
Danny_Welbeck,133.0,124.0,5,4,1.07,5.0,1.01,0.0376,1.0,0.1408,0.125
Dan_Burn,26.0,25.0,4,2,1.04,17.0,1.03,0.1538,0.2353,0.1368,0.375
Dan_Gosling,162.0,124.0,4,3,1.31,0.0,1.0,0.0247,0.0,0.1724,0.0
Darren_Randolph,72.0,84.0,4,1,0.86,0.0,1.0,0.0556,0.0,0.1132,0.0
Daryl_Janmaat,188.0,122.0,4,2,1.54,27.0,1.05,0.0213,0.1481,0.2026,0.625
Davide_Zappacosta,67.0,83.0,4,2,0.81,0.0,1.0,0.0597,0.0,0.1066,0.0
David_Brooks,123.0,48.0,6,3,2.56,0.0,1.0,0.0488,0.0,0.3368,0.0
David_Button,15.0,48.0,3,1,0.31,0.0,1.0,0.2,0.0,0.0408,0.0
David_de Gea,345.0,86.0,5,1,4.01,22.0,1.04,0.0145,0.2273,0.5276,0.5
David_Luiz Moreira Marinho,358.0,121.0,5,2,2.96,28.0,1.05,0.014,0.1786,0.3895,0.625
David_Martin,18.0,10.0,4,1,1.8,18.0,1.03,0.2222,0.2222,0.2368,0.375
David_McGoldrick,11.0,10.0,5,4,1.1,5.0,1.01,0.4545,1.0,0.1447,0.125
David_Silva,502.0,124.0,7,3,4.05,36.0,1.06,0.0139,0.1944,0.5329,0.75
Davinson_Sánchez,191.0,84.0,5,2,2.27,1.0,1.0,0.0262,5.0,0.2987,1.0E-4
Davy_Pröpper,179.0,86.0,4,3,2.08,8.0,1.01,0.0223,0.5,0.2737,0.125
DeAndre_Yedlin,161.0,124.0,4,2,1.3,10.0,1.02,0.0248,0.4,0.1711,0.25
Dean_Henderson,42.0,10.0,5,1,4.2,28.0,1.05,0.119,0.1786,0.5526,0.625
Declan_Rice,155.0,107.0,4,3,1.45,13.0,1.02,0.0258,0.3077,0.1908,0.25
Dejan_Lovren,282.0,124.0,5,2,2.27,3.0,1.01,0.0177,1.6667,0.2987,0.125
Demarai_Gray,228.0,124.0,5,3,1.84,5.0,1.01,0.0219,1.0,0.2421,0.125
Dennis_Praet,13.0,10.0,5,3,1.3,10.0,1.02,0.3846,0.5,0.1711,0.25
Dennis_Srbeny,4.0,10.0,5,4,0.4,3.0,1.01,1.25,1.6667,0.0527,0.125
Diego_Rico,35.0,48.0,4,2,0.73,25.0,1.04,0.1143,0.16,0.0961,0.5
Dimitri_Foulquier,1.0,10.0,4,2,0.1,2.0,1.0,4.0,2.0,0.0132,0.0
Diogo_Jota,160.0,48.0,6,4,3.33,14.0,1.02,0.0375,0.4286,0.4382,0.25
Divock_Origi,148.0,116.0,5,4,1.28,5.0,1.01,0.0338,1.0,0.1684,0.125
Djibril_Sidibé,10.0,10.0,5,2,1.0,10.0,1.02,0.5,0.5,0.1316,0.25
Domingos_Quina,18.0,99.0,4,3,0.18,0.0,1.0,0.2222,0.0,0.0237,0.0
Dominic_Calvert-Lewin,224.0,115.0,6,4,1.95,21.0,1.04,0.0268,0.2857,0.2566,0.5
Dominic_Solanke,68.0,117.0,5,4,0.58,11.0,1.02,0.0735,0.4545,0.0763,0.25
Douglas Luiz_Soares de Paulo,25.0,10.0,4,3,2.5,10.0,1.02,0.16,0.4,0.329,0.25
Dwight_Gayle,99.0,86.0,5,4,1.15,3.0,1.01,0.0505,1.6667,0.1513,0.125
Dwight_McNeil,118.0,46.0,6,3,2.57,26.0,1.04,0.0508,0.2308,0.3382,0.5
Ederson_Santana de Moraes,371.0,86.0,6,1,4.31,27.0,1.05,0.0162,0.2222,0.5671,0.625
Edward_Nketiah,13.0,66.0,4,4,0.2,0.0,1.0,0.3077,0.0,0.0263,0.0
Eldin_Jakupovic,90.0,124.0,4,1,0.73,0.0,1.0,0.0444,0.0,0.0961,0.0
Emerson_Palmieri dos Santos,41.0,61.0,5,2,0.67,1.0,1.0,0.122,5.0,0.0882,1.0E-4
Emile_Smith Rowe,4.0,10.0,4,3,0.4,0.0,1.0,1.0,0.0,0.0527,0.0
Emiliano_Buendía,35.0,10.0,6,3,3.5,22.0,1.04,0.1714,0.2727,0.4605,0.5
Emiliano_Martínez,0.0,41.0,4,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Emil_Krafth,11.0,10.0,4,2,1.1,2.0,1.0,0.3636,2.0,0.1447,0.0
Enda_Stevens,43.0,10.0,5,2,4.3,28.0,1.05,0.1163,0.1786,0.5658,0.625
Eric_Bailly,176.0,124.0,4,2,1.42,0.0,1.0,0.0227,0.0,0.1868,0.0
Eric_Dier,236.0,124.0,4,3,1.9,2.0,1.0,0.0169,2.0,0.25,0.0
Eric_Garcia,2.0,10.0,4,2,0.2,1.0,1.0,2.0,4.0,0.0264,1.0E-4
Erik_Lamela,182.0,124.0,5,3,1.47,14.0,1.02,0.0275,0.3571,0.1934,0.25
Erik_Pieters,208.0,86.0,4,2,2.42,16.0,1.03,0.0192,0.25,0.3184,0.375
Ethan_Ampadu,1.0,78.0,4,3,0.01,0.0,1.0,4.0,0.0,0.0014,0.0
Etienne_Capoue,268.0,124.0,4,3,2.16,5.0,1.01,0.0149,0.8,0.2842,0.125
Ezequiel_Schelotto,23.0,83.0,4,2,0.28,2.0,1.0,0.1739,2.0,0.0368,0.0
Ezri_Konsa Ngoyo,1.0,10.0,4,2,0.1,1.0,1.0,4.0,4.0,0.0132,1.0E-4
Fabian_Delph,101.0,124.0,5,2,0.81,4.0,1.01,0.0495,1.25,0.1066,0.125
Fabian_Schär,125.0,48.0,5,2,2.6,13.0,1.02,0.04,0.3846,0.3421,0.25
Fabio Henrique_Tavares,87.0,48.0,5,3,1.81,10.0,1.02,0.0575,0.5,0.2382,0.25
Fabián_Balbuena,62.0,48.0,4,2,1.29,2.0,1.0,0.0645,2.0,0.1697,0.0
Faustino_Anjorin,1.0,1.0,4,3,1.0,1.0,1.0,4.0,4.0,0.1317,1.0E-4
Federico_Fernández,206.0,124.0,4,2,1.66,9.0,1.02,0.0194,0.4444,0.2184,0.25
Felipe Anderson_Pereira Gomes,184.0,48.0,6,3,3.83,20.0,1.03,0.0326,0.3,0.5039,0.375
