player_name,total_points,gws,cost,position,points_per_match,points_last_6,points_per_match_last_6,cost_per_point,cost_per_point_last_6,cost_point_index,cost_point_index_last_6
Aaron_Connolly,29.0,9.0,4,4,3.22,26.0,1.04,0.1379,0.1538,0.4237,0.5714
Aaron_Cresswell,235.0,123.0,4,2,1.91,23.0,1.04,0.017,0.1739,0.2513,0.5714
Aaron_Lennon,135.0,123.0,4,3,1.1,5.0,1.01,0.0296,0.8,0.1447,0.1429
Aaron_Mooy,197.0,85.0,4,3,2.32,7.0,1.01,0.0203,0.5714,0.3053,0.1429
Aaron_Ramsdale,31.0,43.0,4,1,0.72,24.0,1.04,0.129,0.1667,0.0947,0.5714
Aaron_Wan-Bissaka,155.0,91.0,5,2,1.7,11.0,1.02,0.0323,0.4545,0.2237,0.2857
Abd-Al-Ali Morakinyo Olaposi_Koiki,0.0,29.0,4,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Abdoulaye_Doucouré,321.0,123.0,5,3,2.61,19.0,1.03,0.0156,0.2632,0.3434,0.4286
Adama_Traoré,130.0,82.0,5,3,1.59,32.0,1.05,0.0385,0.1563,0.2092,0.7143
Adam_Idah,0.0,9.0,4,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Adam_Lallana,185.0,123.0,5,3,1.5,9.0,1.02,0.027,0.5556,0.1974,0.2857
Adam_Masina,26.0,47.0,4,2,0.55,0.0,1.0,0.1538,0.0,0.0724,0.0
Adam_Smith,240.0,123.0,4,2,1.95,6.0,1.01,0.0167,0.6667,0.2566,0.1429
Adam_Webster,23.0,9.0,4,2,2.56,23.0,1.04,0.1739,0.1739,0.3368,0.5714
Addji Keaninkin Marc-Israel_Guehi,0.0,10.0,4,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ademola_Lookman,60.0,103.0,5,3,0.58,0.0,1.0,0.0833,0.0,0.0763,0.0
Adrian_Mariappa,128.0,120.0,4,2,1.07,-2.0,1.0,0.0313,0.0,0.1408,0.0
Adrián_San Miguel del Castillo,159.0,123.0,4,1,1.29,17.0,1.03,0.0252,0.2353,0.1697,0.4286
Ahmed_El Mohamady,7.0,9.0,4,2,0.78,1.0,1.0,0.5714,4.0,0.1026,1.0E-4
Ainsley_Maitland-Niles,77.0,111.0,4,2,0.69,2.0,1.0,0.0519,2.0,0.0908,0.0
Akin_Famewo,0.0,9.0,4,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Albian_Ajeti,1.0,9.0,5,4,0.11,1.0,1.0,5.0,5.0,0.0146,1.0E-4
Alexander_Tettey,7.0,9.0,4,3,0.78,6.0,1.01,0.5714,0.6667,0.1026,0.1429
Alexandre Nascimento_Costa Silva,1.0,31.0,4,4,0.03,0.0,1.0,4.0,0.0,0.004,0.0
Alexandre_Lacazette,319.0,85.0,9,4,3.75,6.0,1.01,0.0282,1.5,0.4934,0.1429
Alexis_Mac Allister,1.0,3.0,5,3,0.33,1.0,1.0,5.0,5.0,0.0435,1.0E-4
Alexis_Sánchez,463.0,123.0,6,3,3.76,0.0,1.0,0.013,0.0,0.4947,0.0
Alex_Iwobi,297.0,123.0,5,3,2.41,19.0,1.03,0.0168,0.2632,0.3171,0.4286
Alex_McCarthy,125.0,123.0,4,1,1.02,0.0,1.0,0.032,0.0,0.1342,0.0
Alex_Oxlade-Chamberlain,187.0,123.0,6,3,1.52,5.0,1.01,0.0321,1.2,0.2,0.1429
Alfie_Whiteman,0.0,70.0,4,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Alireza_Jahanbakhsh,33.0,47.0,5,3,0.7,0.0,1.0,0.1515,0.0,0.0921,0.0
Alisson_Ramses Becker,179.0,47.0,6,1,3.81,2.0,1.0,0.0335,3.0,0.5013,0.0
Allan_Saint-Maximin,8.0,9.0,5,3,0.89,6.0,1.01,0.625,0.8333,0.1171,0.1429
Andreas_Christensen,109.0,85.0,4,2,1.28,5.0,1.01,0.0367,0.8,0.1684,0.1429
Andreas_Pereira,46.0,123.0,4,3,0.37,12.0,1.02,0.087,0.3333,0.0487,0.2857
Andrew_Robertson,438.0,123.0,7,2,3.56,35.0,1.06,0.016,0.2,0.4684,0.8571
Andrew_Surman,165.0,123.0,4,3,1.34,2.0,1.0,0.0242,2.0,0.1763,0.0
Andre_Gray,287.0,123.0,5,4,2.33,6.0,1.01,0.0174,0.8333,0.3066,0.1429
Andre_Green,0.0,9.0,4,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Andriy_Yarmolenko,62.0,47.0,5,3,1.32,33.0,1.06,0.0806,0.1515,0.1737,0.8571
Andros_Townsend,389.0,123.0,5,3,3.16,11.0,1.02,0.0129,0.4545,0.4158,0.2857
André Filipe_Tavares Gomes,73.0,47.0,5,3,1.55,5.0,1.01,0.0685,1.0,0.2039,0.1429
Andy_Carroll,121.0,123.0,5,4,0.98,4.0,1.01,0.0413,1.25,0.1289,0.1429
Andy_King,92.0,85.0,4,3,1.08,0.0,1.0,0.0435,0.0,0.1421,0.0
Andy_Lonergan,0.0,9.0,4,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Angelo_Ogbonna,193.0,123.0,4,2,1.57,20.0,1.03,0.0207,0.2,0.2066,0.4286
Angel_Gomes,4.0,30.0,4,3,0.13,1.0,1.0,1.0,4.0,0.0171,1.0E-4
Angus_Gunn,76.0,52.0,4,1,1.46,19.0,1.03,0.0526,0.2105,0.1921,0.4286
Anthony_Driscoll-Glennon,0.0,12.0,3,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Anthony_Gordon,0.0,9.0,4,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Anthony_Knockaert,162.0,85.0,5,3,1.91,0.0,1.0,0.0309,0.0,0.2513,0.0
Anthony_Martial,362.0,123.0,7,3,2.94,1.0,1.0,0.0193,7.0,0.3868,1.0E-4
Antonio_Rüdiger,232.0,85.0,6,2,2.73,1.0,1.0,0.0259,6.0,0.3592,1.0E-4
Anwar_El Ghazi,36.0,9.0,5,3,4.0,26.0,1.04,0.1389,0.1923,0.5263,0.5714
Archie_Mair,0.0,9.0,4,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Armando_Broja,1.0,1.0,4,4,1.0,1.0,1.0,4.0,4.0,0.1317,1.0E-4
Arnaut_Danjuma Groeneveld,3.0,9.0,5,3,0.33,3.0,1.01,1.6667,1.6667,0.0435,0.1429
Arthur_Masuaku,170.0,123.0,4,2,1.38,16.0,1.03,0.0235,0.25,0.1816,0.4286
Artur_Boruc,166.0,123.0,4,1,1.35,0.0,1.0,0.0241,0.0,0.1776,0.0
Ashley_Barnes,329.0,123.0,6,4,2.67,9.0,1.02,0.0182,0.6667,0.3513,0.2857
Ashley_Westwood,185.0,100.0,5,3,1.85,19.0,1.03,0.027,0.2632,0.2434,0.4286
Ashley_Young,210.0,123.0,5,2,1.71,12.0,1.02,0.0238,0.4167,0.225,0.2857
Asmir_Begovic,177.0,123.0,4,1,1.44,0.0,1.0,0.0226,0.0,0.1895,0.0
Axel_Tuanzebe,20.0,58.0,4,2,0.34,5.0,1.01,0.2,0.8,0.0447,0.1429
Aymeric_Laporte,221.0,61.0,6,2,3.62,0.0,1.0,0.0271,0.0,0.4763,0.0
Ayotomiwa_Dele-Bashiru,0.0,9.0,4,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ayoze_Pérez,287.0,85.0,6,3,3.38,15.0,1.03,0.0209,0.4,0.4447,0.4286
Bailey_Peacock-Farrell,0.0,9.0,4,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Bamidele_Alli,502.0,123.0,8,3,4.08,8.0,1.01,0.0159,1.0,0.5368,0.1429
Beni_Baningime,7.0,76.0,4,3,0.09,0.0,1.0,0.5714,0.0,0.0119,0.0
Benjamin_Chilwell,225.0,123.0,5,2,1.83,17.0,1.03,0.0222,0.2941,0.2408,0.4286
Benjamin_Mendy,86.0,85.0,5,2,1.01,7.0,1.01,0.0581,0.7143,0.1329,0.1429
Ben_Davies,302.0,123.0,5,2,2.46,2.0,1.0,0.0166,2.5,0.3237,0.0
Ben_Foster,389.0,123.0,4,1,3.16,18.0,1.03,0.0103,0.2222,0.4158,0.4286
Ben_Gibson,127.0,85.0,3,2,1.49,0.0,1.0,0.0236,0.0,0.1961,0.0
Ben_Godfrey,8.0,9.0,4,2,0.89,5.0,1.01,0.5,0.8,0.1171,0.1429
Ben_Johnson,2.0,44.0,3,2,0.05,0.0,1.0,1.5,0.0,0.0066,0.0
Ben_Mee,291.0,123.0,5,2,2.37,17.0,1.03,0.0172,0.2941,0.3118,0.4286
Ben_Osborn,2.0,9.0,4,3,0.22,2.0,1.0,2.0,2.0,0.029,0.0
Beram_Kayal,61.0,85.0,4,3,0.72,0.0,1.0,0.0656,0.0,0.0947,0.0
Bernardo Mota_Veiga de Carvalho e Silva,307.0,85.0,7,3,3.61,37.0,1.06,0.0228,0.1892,0.475,0.8571
