assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,0,0,0.0,480,7,0,0,0.0,0.0,2016-08-13T14:00:00Z,0,13,0,0,0,0,1,0,18577,1,1,0.0,0,0,0,0,40,False,0
0,0,0,0,0.0,480,17,0,0,0.0,0.0,2016-08-20T14:00:00Z,0,4,0,0,0,0,2,0,18655,2,1,0.0,0,-844,301,1145,40,True,0
0,0,0,0,0.0,480,28,0,0,0.0,0.0,2016-08-27T14:00:00Z,0,1,0,0,0,0,3,0,18150,3,1,0.0,0,-887,365,1252,40,True,0
0,0,0,0,0.0,480,38,0,0,0.0,0.0,2016-09-10T14:00:00Z,0,20,0,0,0,0,4,0,15671,4,2,0.0,0,-2587,152,2739,40,False,0
0,0,0,0,0.0,480,50,0,0,0.0,0.0,2016-09-18T11:00:00Z,0,11,0,0,0,0,5,0,14521,1,3,0.0,0,-1156,29,1185,40,True,0
0,0,0,0,0.0,480,60,0,0,0.0,0.0,2016-09-26T19:00:00Z,0,3,0,0,0,0,6,0,13287,0,2,0.0,0,-1242,43,1285,40,False,0
0,0,0,0,0.0,480,69,0,0,0.0,0.0,2016-10-01T14:00:00Z,0,2,0,0,0,0,7,0,12567,2,2,0.0,0,-726,36,762,40,True,0
0,0,0,0,0.0,480,77,0,0,0.0,0.0,2016-10-16T12:30:00Z,0,12,0,0,0,0,8,0,12073,1,0,0.0,0,-510,26,536,40,False,0
0,0,0,0,0.0,480,89,0,0,0.0,0.0,2016-10-22T14:00:00Z,0,16,0,0,0,0,9,0,11657,0,0,0.0,0,-420,26,446,40,False,0
0,0,0,0,0.0,480,99,0,0,0.0,0.0,2016-10-29T14:00:00Z,0,7,0,0,0,0,10,0,11292,0,1,0.0,0,-366,6,372,40,True,0
0,0,0,0,0.0,480,107,0,0,0.0,0.0,2016-11-06T14:15:00Z,0,9,0,0,0,0,11,0,10948,1,6,0.0,0,-348,51,399,40,False,0
0,0,0,0,0.0,480,119,0,0,0.0,0.0,2016-11-19T15:00:00Z,0,8,0,0,0,0,12,0,10646,1,2,0.0,0,-307,34,341,40,True,0
0,0,0,0,0.0,480,130,0,0,0.0,0.0,2016-11-27T12:00:00Z,0,14,0,0,0,0,13,0,10473,1,0,0.0,0,-174,10,184,40,True,0
0,0,0,0,0.0,480,139,0,0,0.0,0.0,2016-12-03T15:00:00Z,0,19,0,0,0,0,14,0,10266,1,3,0.0,0,-208,4,212,40,False,0
0,0,0,0,0.0,480,148,0,0,0.0,0.0,2016-12-10T12:30:00Z,0,6,0,0,0,0,15,0,10082,2,3,0.0,0,-187,7,194,40,True,0
0,0,0,0,0.0,480,157,0,0,0.0,0.0,2016-12-14T20:00:00Z,0,10,0,0,0,0,16,0,9977,0,2,0.0,0,-105,6,111,40,False,0
0,0,0,0,0.0,480,167,0,0,0.0,0.0,2016-12-17T15:00:00Z,0,15,0,0,0,0,17,0,9851,0,1,0.0,0,-126,8,134,40,False,0
0,0,0,0,0.0,480,180,0,0,0.0,0.0,2016-12-26T12:30:00Z,0,5,0,0,0,0,18,0,9712,1,1,0.0,0,-142,14,156,40,True,0
0,0,0,0,0.0,480,190,0,0,0.0,0.0,2017-01-01T13:30:00Z,0,17,0,0,0,0,19,0,9585,4,1,0.0,0,-127,11,138,40,True,0
0,0,0,0,0.0,480,196,0,0,0.0,0.0,2017-01-03T20:00:00Z,0,14,0,0,0,0,20,0,9407,0,2,0.0,0,-178,11,189,40,False,0
0,0,0,0,0.0,480,209,0,0,0.0,0.0,2017-01-14T15:00:00Z,0,12,0,0,0,0,21,0,9061,0,0,0.0,0,-347,13,360,40,True,0
0,0,0,0,0.0,480,212,0,0,0.0,0.0,2017-01-21T15:00:00Z,0,2,0,0,0,0,22,0,8912,2,2,0.0,0,-150,14,164,40,False,0
0,0,0,0,0.0,480,221,0,0,0.0,0.0,2017-01-31T19:45:00Z,0,1,0,0,0,0,23,0,8794,2,1,0.0,0,-118,5,123,40,False,0
0,0,0,0,0.0,480,239,0,0,0.0,0.0,2017-02-04T15:00:00Z,0,3,0,0,0,0,24,0,8716,1,2,0.0,0,-78,3,81,40,True,0
0,0,0,0,0.0,480,245,0,0,0.0,0.0,2017-02-11T15:00:00Z,0,11,0,0,0,0,25,0,8601,0,2,0.0,0,-120,3,123,40,False,0
0,0,0,0,0.0,480,259,0,0,0.0,0.0,2017-02-25T17:30:00Z,0,20,0,0,0,0,26,0,8517,1,1,0.0,0,-84,5,89,40,True,0
0,0,0,0,0.0,480,268,0,0,0.0,0.0,2017-03-04T15:00:00Z,0,13,0,0,0,0,27,0,8461,4,3,0.0,0,-58,3,61,40,True,0
0,0,0,0,0.0,480,282,0,0,0.0,0.0,2017-03-18T15:00:00Z,0,5,0,0,0,0,29,0,8390,0,1,0.0,0,-27,3,30,40,False,0
0,0,0,0,0.0,480,300,0,0,0.0,0.0,2017-04-01T14:00:00Z,0,15,0,0,0,0,30,0,8337,0,1,0.0,0,-53,3,56,40,True,0
0,0,0,0,0.0,480,307,0,0,0.0,0.0,2017-04-04T18:45:00Z,0,19,0,0,0,0,31,0,8317,0,2,0.0,0,-20,3,23,40,True,0
0,0,0,0,0.0,480,318,0,0,0.0,0.0,2017-04-08T11:30:00Z,0,17,0,0,0,0,32,0,8287,0,4,0.0,0,-30,1,31,40,False,0
0,0,0,0,0.0,480,329,0,0,0.0,0.0,2017-04-15T14:00:00Z,0,16,0,0,0,0,33,0,8251,0,1,0.0,0,-36,2,38,40,True,0
0,0,0,0,0.0,480,335,0,0,0.0,0.0,2017-04-22T14:00:00Z,0,7,0,0,0,0,34,0,8203,0,2,0.0,0,-48,3,51,40,False,0
0,0,0,0,0.0,480,349,0,0,0.0,0.0,2017-05-01T19:00:00Z,0,9,0,0,0,0,35,0,8161,1,0,0.0,0,-43,4,47,40,True,0
0,0,0,0,0.0,480,356,0,0,0.0,0.0,2017-05-06T14:00:00Z,0,8,0,0,0,0,36,0,8117,0,3,0.0,0,-44,3,47,40,False,0
0,0,0,0,0.0,480,363,0,0,0.0,0.0,2017-05-12T18:45:00Z,0,6,0,0,0,0,37,0,8070,0,1,0.0,0,-47,5,52,40,False,0
0,0,0,0,0.0,480,273,0,0,0.0,0.0,2017-05-15T19:00:00Z,0,4,0,0,0,0,37,0,8070,3,4,0.0,0,-47,5,52,40,False,0
0,0,0,0,0.0,480,380,0,0,0.0,0.0,2017-05-21T14:00:00Z,0,10,0,0,0,0,38,0,8021,5,0,0.0,0,-49,13,62,40,True,0
