player_name,total_points,gws,cost,position,points_per_match,points_last_6,points_per_match_last_6,cost_per_point,cost_per_point_last_6,cost_point_index,cost_point_index_last_6
Aaron_Connolly,33.0,12.0,4,4,2.75,15.0,1.03,0.1212,0.2667,0.3618,0.3636
Aaron_Cresswell,238.0,126.0,4,2,1.89,12.0,1.02,0.0168,0.3333,0.2487,0.2727
Aaron_Lennon,135.0,126.0,4,3,1.07,2.0,1.0,0.0296,2.0,0.1408,0.0909
Aaron_Mooy,197.0,88.0,4,3,2.24,3.0,1.01,0.0203,1.3333,0.2947,0.1818
Aaron_Ramsdale,52.0,46.0,4,1,1.13,31.0,1.05,0.0769,0.129,0.1487,0.5455
Aaron_Wan-Bissaka,160.0,94.0,5,2,1.7,7.0,1.01,0.0313,0.7143,0.2237,0.1818
Abd-Al-Ali Morakinyo Olaposi_Koiki,0.0,29.0,4,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0909
Abdoulaye_Doucouré,328.0,126.0,5,3,2.6,21.0,1.04,0.0152,0.2381,0.3421,0.4545
Adama_Traoré,139.0,85.0,5,3,1.64,30.0,1.05,0.036,0.1667,0.2158,0.5455
Adam_Idah,0.0,12.0,4,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0909
Adam_Lallana,187.0,126.0,5,3,1.48,10.0,1.02,0.0267,0.5,0.1947,0.2727
Adam_Masina,33.0,50.0,4,2,0.66,7.0,1.01,0.1212,0.5714,0.0868,0.1818
Adam_Smith,259.0,126.0,4,2,2.06,24.0,1.04,0.0154,0.1667,0.2711,0.4545
Adam_Webster,23.0,12.0,4,2,1.92,13.0,1.02,0.1739,0.3077,0.2526,0.2727
Addji Keaninkin Marc-Israel_Guehi,0.0,13.0,4,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0909
Ademola_Lookman,60.0,106.0,5,3,0.57,0.0,1.0,0.0833,0.0,0.075,0.0909
Adrian_Mariappa,130.0,123.0,4,2,1.06,2.0,1.0,0.0308,2.0,0.1395,0.0909
Adrián_San Miguel del Castillo,159.0,126.0,4,1,1.26,7.0,1.01,0.0252,0.5714,0.1658,0.1818
Ahmed_El Mohamady,7.0,12.0,4,2,0.58,0.0,1.0,0.5714,0.0,0.0763,0.0909
Ainsley_Maitland-Niles,77.0,114.0,4,2,0.68,0.0,1.0,0.0519,0.0,0.0895,0.0909
Akin_Famewo,0.0,12.0,4,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0909
Albian_Ajeti,4.0,12.0,5,4,0.33,4.0,1.01,1.25,1.25,0.0434,0.1818
Alexander_Tettey,13.0,12.0,4,3,1.08,9.0,1.02,0.3077,0.4444,0.1421,0.2727
Alexandre Nascimento_Costa Silva,1.0,34.0,4,4,0.03,0.0,1.0,4.0,0.0,0.004,0.0909
Alexandre_Lacazette,330.0,88.0,9,4,3.75,12.0,1.02,0.0273,0.75,0.4934,0.2727
Alexis_Mac Allister,1.0,3.0,5,3,0.33,1.0,1.0,5.0,5.0,0.0435,0.091
Alexis_Sánchez,463.0,126.0,6,3,3.67,0.0,1.0,0.013,0.0,0.4829,0.0909
Alex_Iwobi,302.0,126.0,5,3,2.4,12.0,1.02,0.0166,0.4167,0.3158,0.2727
Alex_McCarthy,128.0,126.0,4,1,1.02,3.0,1.01,0.0313,1.3333,0.1342,0.1818
Alex_Oxlade-Chamberlain,189.0,126.0,6,3,1.5,4.0,1.01,0.0317,1.5,0.1974,0.1818
Alfie_Whiteman,0.0,73.0,4,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0909
Alireza_Jahanbakhsh,33.0,50.0,5,3,0.66,0.0,1.0,0.1515,0.0,0.0868,0.0909
Alisson_Ramses Becker,186.0,50.0,6,1,3.72,9.0,1.02,0.0323,0.6667,0.4895,0.2727
Allan_Saint-Maximin,17.0,12.0,5,3,1.42,14.0,1.02,0.2941,0.3571,0.1868,0.2727
Andreas_Christensen,109.0,88.0,4,2,1.24,5.0,1.01,0.0367,0.8,0.1632,0.1818
Andreas_Pereira,59.0,126.0,4,3,0.47,18.0,1.03,0.0678,0.2222,0.0618,0.3636
Andrew_Robertson,454.0,126.0,7,2,3.6,32.0,1.05,0.0154,0.2188,0.4737,0.5455
Andrew_Surman,165.0,126.0,4,3,1.31,0.0,1.0,0.0242,0.0,0.1724,0.0909
Andre_Gray,295.0,126.0,5,4,2.34,10.0,1.02,0.0169,0.5,0.3079,0.2727
Andre_Green,0.0,12.0,4,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0909
Andriy_Yarmolenko,73.0,50.0,5,3,1.46,22.0,1.04,0.0685,0.2273,0.1921,0.4545
Andros_Townsend,393.0,126.0,5,3,3.12,12.0,1.02,0.0127,0.4167,0.4105,0.2727
André Filipe_Tavares Gomes,77.0,50.0,5,3,1.54,7.0,1.01,0.0649,0.7143,0.2026,0.1818
Andy_Carroll,123.0,126.0,5,4,0.98,5.0,1.01,0.0407,1.0,0.1289,0.1818
Andy_King,92.0,88.0,4,3,1.05,0.0,1.0,0.0435,0.0,0.1382,0.0909
Andy_Lonergan,0.0,12.0,4,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0909
Angelo_Ogbonna,193.0,126.0,4,2,1.53,3.0,1.01,0.0207,1.3333,0.2013,0.1818
Angel_Gomes,4.0,33.0,4,3,0.12,0.0,1.0,1.0,0.0,0.0158,0.0909
Angus_Gunn,76.0,55.0,4,1,1.38,4.0,1.01,0.0526,1.0,0.1816,0.1818
Anthony_Driscoll-Glennon,0.0,15.0,3,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0909
Anthony_Gordon,1.0,12.0,4,4,0.08,1.0,1.0,4.0,4.0,0.0106,0.091
Anthony_Knockaert,162.0,88.0,5,3,1.84,0.0,1.0,0.0309,0.0,0.2421,0.0909
Anthony_Martial,380.0,126.0,7,3,3.02,19.0,1.03,0.0184,0.3684,0.3974,0.3636
Antonio_Rüdiger,232.0,88.0,6,2,2.64,0.0,1.0,0.0259,0.0,0.3474,0.0909
Anwar_El Ghazi,40.0,12.0,5,3,3.33,22.0,1.04,0.125,0.2273,0.4382,0.4545
Archie_Mair,0.0,12.0,4,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0909
Armando_Broja,1.0,1.0,4,4,1.0,1.0,1.0,4.0,4.0,0.1317,0.091
Arnaut_Danjuma Groeneveld,7.0,12.0,5,3,0.58,7.0,1.01,0.7143,0.7143,0.0763,0.1818
Arthur_Masuaku,170.0,126.0,4,2,1.35,1.0,1.0,0.0235,4.0,0.1776,0.091
Artur_Boruc,166.0,126.0,4,1,1.32,0.0,1.0,0.0241,0.0,0.1737,0.0909
Ashley_Barnes,340.0,126.0,6,4,2.7,14.0,1.02,0.0176,0.4286,0.3553,0.2727
Ashley_Westwood,194.0,103.0,5,3,1.88,17.0,1.03,0.0258,0.2941,0.2474,0.3636
Ashley_Young,212.0,126.0,5,2,1.68,7.0,1.01,0.0236,0.7143,0.2211,0.1818
Asmir_Begovic,177.0,126.0,4,1,1.4,0.0,1.0,0.0226,0.0,0.1842,0.0909
Axel_Tuanzebe,20.0,61.0,4,2,0.33,4.0,1.01,0.2,1.0,0.0434,0.1818
Aymeric_Laporte,221.0,64.0,6,2,3.45,0.0,1.0,0.0271,0.0,0.4539,0.0909
Ayotomiwa_Dele-Bashiru,0.0,12.0,4,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0909
Ayoze_Pérez,311.0,88.0,6,3,3.53,36.0,1.06,0.0193,0.1667,0.4645,0.6364
Bailey_Peacock-Farrell,0.0,12.0,4,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0909
Bamidele_Alli,516.0,126.0,8,3,4.1,21.0,1.04,0.0155,0.381,0.5395,0.4546
Beni_Baningime,7.0,79.0,4,3,0.09,0.0,1.0,0.5714,0.0,0.0119,0.0909
Benjamin_Chilwell,256.0,126.0,5,2,2.03,40.0,1.07,0.0195,0.125,0.2671,0.7273
Benjamin_Mendy,92.0,88.0,5,2,1.05,12.0,1.02,0.0543,0.4167,0.1382,0.2727
Ben_Davies,306.0,126.0,5,2,2.43,5.0,1.01,0.0163,1.0,0.3197,0.1818
Ben_Foster,411.0,126.0,4,1,3.26,35.0,1.06,0.0097,0.1143,0.4289,0.6364
Ben_Gibson,127.0,88.0,3,2,1.44,0.0,1.0,0.0236,0.0,0.1895,0.0909
