player_name,total_points,gws,cost,position,points_per_match,points_last_6,points_per_match_last_6,cost_per_point,cost_per_point_last_6,cost_point_index,cost_point_index_last_6
Aaron_Connolly,33.0,13.0,4,4,2.54,7.0,1.01,0.1212,0.5714,0.3342,0.1
Aaron_Cresswell,239.0,127.0,4,2,1.88,6.0,1.01,0.0167,0.6667,0.2474,0.1
Aaron_Lennon,135.0,127.0,4,3,1.06,2.0,1.0,0.0296,2.0,0.1395,0.0
Aaron_Mooy,199.0,89.0,4,3,2.24,3.0,1.01,0.0201,1.3333,0.2947,0.1
Aaron_Ramsdale,54.0,47.0,4,1,1.15,31.0,1.05,0.0741,0.129,0.1513,0.5
Aaron_Wan-Bissaka,160.0,95.0,5,2,1.68,7.0,1.01,0.0313,0.7143,0.2211,0.1
Abd-Al-Ali Morakinyo Olaposi_Koiki,0.0,29.0,4,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Abdoulaye_Doucouré,330.0,127.0,5,3,2.6,21.0,1.04,0.0152,0.2381,0.3421,0.4
Adama_Traoré,144.0,86.0,5,3,1.67,32.0,1.05,0.0347,0.1563,0.2197,0.5
Adam_Idah,0.0,13.0,4,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Adam_Lallana,187.0,127.0,5,3,1.47,10.0,1.02,0.0267,0.5,0.1934,0.2
Adam_Masina,33.0,51.0,4,2,0.65,7.0,1.01,0.1212,0.5714,0.0855,0.1
Adam_Smith,260.0,127.0,4,2,2.05,25.0,1.04,0.0154,0.16,0.2697,0.4
Adam_Webster,23.0,13.0,4,2,1.77,13.0,1.02,0.1739,0.3077,0.2329,0.2
Addji Keaninkin Marc-Israel_Guehi,0.0,14.0,4,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ademola_Lookman,60.0,107.0,5,3,0.56,0.0,1.0,0.0833,0.0,0.0737,0.0
Adrian_Mariappa,131.0,124.0,4,2,1.06,3.0,1.01,0.0305,1.3333,0.1395,0.1
Adrián_San Miguel del Castillo,159.0,127.0,4,1,1.25,2.0,1.0,0.0252,2.0,0.1645,0.0
Ahmed_El Mohamady,7.0,13.0,4,2,0.54,0.0,1.0,0.5714,0.0,0.0711,0.0
Ainsley_Maitland-Niles,77.0,115.0,4,2,0.67,0.0,1.0,0.0519,0.0,0.0882,0.0
Akin_Famewo,0.0,13.0,4,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Albian_Ajeti,4.0,13.0,5,4,0.31,4.0,1.01,1.25,1.25,0.0408,0.1
Alexander_Tettey,15.0,13.0,4,3,1.15,11.0,1.02,0.2667,0.3636,0.1513,0.2
Alexandre Nascimento_Costa Silva,1.0,35.0,4,4,0.03,0.0,1.0,4.0,0.0,0.004,0.0
Alexandre_Lacazette,342.0,89.0,9,4,3.84,24.0,1.04,0.0263,0.375,0.5053,0.4
Alexis_Mac Allister,1.0,3.0,5,3,0.33,1.0,1.0,5.0,5.0,0.0435,1.0E-4
Alexis_Sánchez,463.0,127.0,6,3,3.65,0.0,1.0,0.013,0.0,0.4803,0.0
Alex_Iwobi,303.0,127.0,5,3,2.39,11.0,1.02,0.0165,0.4545,0.3145,0.2
Alex_McCarthy,130.0,127.0,4,1,1.02,5.0,1.01,0.0308,0.8,0.1342,0.1
Alex_Oxlade-Chamberlain,192.0,127.0,6,3,1.51,6.0,1.01,0.0313,1.0,0.1987,0.1
